actor,date,director,id,language,rate,rating_num,region,runtime,title,type,year
"詹姆斯·麦卡沃伊,艾米莉·布朗特,约翰尼·德普,切瓦特·埃加福特,玛丽·布莱姬,迈克尔·凯恩,玛吉·史密斯,凯利·阿斯博瑞,德克斯特·弗莱彻,马特·卢卡斯,斯戴芬·莫昌特,奥兹·奥斯朋,罗莎莉·克雷格,詹米·德米特鲁,史蒂夫·汉密尔顿·肖,吴汉章,阿什利·詹森,斯蒂芬·怀特,朱丽·沃特斯,理查德·威尔逊","2018-07-20(中国大陆),2018-03-23(美国),2018-05-11(英国)",约翰·斯蒂文森,26660063,英语,6.9,2527,英国 / 美国,86分钟,淘气大侦探 Sherlock Gnomes,"喜剧,动画,冒险",2018
"黄仲昆,庄凯勋,傅孟柏,王秀峰,吕雪凤,温贞菱","2018-01-29(鹿特丹电影节),2018-08-17(台湾)",萧雅全,27621448,汉语普通话 / 闽南语,6.7,710,台湾,115分钟,范保德,剧情,2018
"基努·里维斯,薇诺娜·瑞德,德杰·达伦巴奇",2018-08-31(美国),维克多·列文,27126264,英语,6.0,1653,美国,87分钟,终点的婚礼 Destination Wedding,"剧情,喜剧,爱情",2018
"胡谦,李晔,蒋可,李扬,游军,王衡,王燕华,周南飞,瞿巍,严丽祯,黄晨",2018-10-01(中国大陆),刘炜,30208004,汉语普通话,4.8,1863,中国大陆,85分钟,阿凡提之奇缘历险,"喜剧,动画",2018
"阿萨·巴特菲尔德,芬恩·科尔,赫敏·科菲尔德,麦克·辛,西蒙·佩吉,尼克·弗罗斯特,杰米·布莱克利,加萨·阿鲁瓦利亚,汤姆·里斯哈里斯,乔·哈特利,伊莎贝拉·拉夫兰德,哈娜可福特曼,贝恩·科拉科,何梦琪,山姆·雷德兰,玛格特·罗比",2018-10-31(英国),克利斯宾·米尔斯,27045854,英语,5.0,833,英国,103分钟,屠宰场准则 Slaughterhouse Rulez,"喜剧,动作,恐怖",2018
"斯宾塞·斯通,安东尼·萨德勒,亚历克·斯卡拉托斯,朱迪·格雷尔,珍娜·费舍,贾里尔·怀特,托马斯·列农,托尼·海尔,P·J·伯恩,布莱斯·吉扎尔,斯蒂芬·考特尔,罗伯特·普拉尔戈,加里·维克斯","2018-02-07(法国),2018-02-09(美国)",克林特·伊斯特伍德,27028934,英语 / 法语 / 阿拉伯语 / 德语 / 荷兰语,5.7,2241,美国,94分钟,15点17分，启程巴黎 The 15:17 to Paris,"剧情,惊悚,历史",2018
"伊恩·麦克莱恩,乔纳森·贝利,Kirsty Bushell,西妮德·库萨克,Richard Clews,菲尔·丹尼尔斯,John Hastings,德乌拉·基尔万,塔马拉·劳伦斯,多米尼克·马夫海姆,Jake Mann",2018-09-27(英国),Jonathan Munby,30256023,英语,9.0,838,英国,,李尔王 National Theatre Live: King Lear,,2018
"艾米莉·理查兹,贾纳·温特尼茨,马修·格拉夫,Nikki Limo,莉莉·霍利曼",2018-01-21(美国),迈克尔·J·格拉赫,30268674,英语,4.9,97,美国,84分钟,趣事 Funny Story,喜剧,2018
"何赛飞,胡可,殷桃,白冰,谢林彤,马伊琍,姚晨,茹萍,周冬雨,夏雨,陈龙,佟大为,牛犇,岳红,巩汉林,金珠,王千源,张一山,王景春,马精武,许凝,李木子,张山,肖荣生,佟瑞欣,陈创,邱林,郑毓芝,郑昊,侯勇,保剑锋,秦怡,傅绍杰,于蓝,张目,祝希娟,宋晓英,陶玉玲,谢芳,祖峰","2018-09-03(中国大陆),2018-06-19(上海电影节)","吴贻弓,江平,李作楠",26574965,汉语普通话,4.4,637,中国大陆,114分钟,那些女人,剧情,2018
"姜栋元,韩孝周,郑雨盛,金武烈,韩艺璃,许峻豪,崔珉豪,申银秀,崔镇浩,玉子妍,李济延,李东河,李率求,沈昭英,郑元中,金宰荣,刘尚宰,郑基燮,刘志龙,金范来,金哲允,林智亨,朴秉恩,文艺媛,全汝彬,张元亨,洪仁,朴晟泽,金炫俊,文在元,姜贤重 ,朴正植 ,郑米楠,朴亨洙,林哲亨,朴珠熙,金贤昌",2018-07-25(韩国),金知云,20442984,韩语,5.2,3531,韩国,138分钟,人狼 인랑,"动作,爱情,科幻",2018
"曹云金,赵达,邵芸,马元,卢思宇,赵雪,巴多,郑渊洁,童苡萱,谢园,陈朵怡,庄则熙",2018-06-29(中国大陆),"朱佳梦  ,陈静,王晋,丁小雄",27607392,汉语普通话,5.9,2443,中国大陆,84分钟,故事贩卖机,"喜剧,爱情,悬疑,奇幻",2018
"奥利维埃·古尔梅,玛琳娜·佛伊丝,洛朗·吕卡,让·本奎","2018-10-21(蒙彼利埃地中海电影节),2019-02-06(法国)",Antoine Raimbault,30425392,法语,7.3,119,法国,110分钟,最后的审判 Une intime conviction,剧情,2018
"柳承龙,沈恩京,朴正民,郑有美,金敏载,艺秀晶,郑煐禥,金英善,李济延,金度允,太恒浩,康相元,尹智旭,严志满,金基天,函勝敏, 高娜熙,李正恩 ,李承勇,禹正國,姜德重",2018-01-31(韩国),延尚昊,26864178,韩语,5.5,3597,韩国,101分钟,念力 염력,"剧情,喜剧,奇幻",2018
"小岩井小鸟,村川梨衣,佐仓绫音,阿澄佳奈,名塚佳织,佐藤利奈,福圆美里,新谷良子,下地紫野,平松晶子,筱原惠美,绫濑有",2018-08-25(日本),川面真也,27063403,日语,8.6,1556,日本,71分钟,悠哉日常大王剧场版：假期活动 劇場版 のんのんびより ばけーしょん,"喜剧,动画",2018
"阿曼德拉·斯坦伯格 ,曼迪·摩尔,格温多兰·克里斯蒂,布莱德利·惠特福德,哈里斯·迪金森,马克·奥布莱恩,韦德·威廉姆斯,华莱士·朗翰,帕特里克·吉布森,高顿·布鲁克斯,司盖兰·布鲁克斯,凯萨琳·戴尔,米娅·切赫,佩顿·威奇,凯蕾·里维拉,查尔斯·格林,卡尔森·霍尔姆斯,莉娅·朱厄特,盖奇·劳森",2018-08-03(美国),吕寅荣,26288143,英语,5.2,2024,美国,104分钟,黑暗心灵 The Darkest Minds,"科幻,惊悚",2018
"克里斯·派恩,斯蒂芬·迪兰,亚伦·泰勒-约翰逊,丽贝卡·罗宾,比利·豪尔,萨姆·斯普卢尔 ,乔纳森·菲利普斯,邓肯·拉克鲁瓦,卡兰·马尔韦,史蒂芬·克里,托尼·库兰,詹姆斯·卡沙莫,阿拉斯塔尔·麦肯泽,洛娜·麦克法迪,弗洛伦斯·皮尤","2018-09-06(多伦多电影节),2018-11-09(美国)",大卫·马肯兹,27029495,英语,7.4,4817,英国,121分钟,法外之王 Outlaw King,"剧情,动作,传记,历史",2018
"安德斯·丹尼尔森·李,格什菲·法拉哈尼,德尼·拉旺,西格丽·博阿茨兹,大卫·卡门诺斯",2018-03-07(法国),多米尼克·罗彻,30136177,挪威语 / 英语,6.5,3338,法国,93分钟,黑夜吞噬世界 La nuit a dévoré le monde,恐怖,2018
"黄子华,佘诗曼,狼森,郑丹瑞,谭咏麟,郑中基,郑秀文,苏丽珊,张建声,蔡少芬,张国强,邓月平,林雪,郑诗君,吴君如,邓兆尊,苑琼丹,詹瑞文,张继聪,杨千嬅",2018-02-15(香港),张家杰,26782656,粤语,5.4,5473,香港 / 中国大陆,99分钟,栋笃特工,喜剧,2018
"榎木淳弥,村中知,松浦爱弓,梅原裕一郎,村濑步,古川慎,盐田朋子,寺杣昌纪,中井和哉,山路和弘,星野贵纪,佐藤せつじ,驹田航,荒井勇树,岛田岳洋,玉野井直樹,中村文徳,横沟菜帆","2019-07-12(中国大陆),2018-11-30(日本)",吉沢俊一,30201138,日语,6.0,754,日本,90分钟,机动战士高达NT 機動戦士ガンダム NT（ナラティブ）,"科幻,动画,战争",2018
"科里·迈克尔·史密斯,维吉妮娅·马德森,迈克尔·切克利斯,艾丹·朗福德,杰米·钟,比尔·赫克,瑞恩·皮尔斯·威廉姆斯,蒂娜·帕克,亚历克斯·妮科尔·麦康诺,戴维·奥佩贝米,布赖恩·马西",2018-03-09(西南偏南电影节),陈俊彦,27032656,英语,7.9,1134,美国,85分钟,1985,"剧情,同性",2018
"阿尔佛莱德·卡斯特罗,达里奥·格兰迪内蒂,安德丽娅·弗里杰里奥",2018-09-10(多伦多电影节),本哈明·奈斯塔特,26890358,西班牙语,6.4,92,阿根廷 / 巴西 / 德国 / 法国 / 荷兰,109分钟,罗霍 Rojo,剧情,2018
"威尔·阿奈特,卢达克里斯,斯坦利·图齐,娜塔莎·雷昂,艾伦·卡明,加布里埃尔·伊格莱西亚斯,沙奎尔·奥尼尔,迪莉娅·谢泼德,安迪·比克维奇,奥马尔·查帕罗,凯瑞·莎勒,丹尼尔·厄根","2018-07-20(中国大陆),2018-05-18(美国)",拉加·高斯内尔,26930056,英语,6.0,2221,美国,92分钟,汪星卧底 Show Dogs,"喜剧,冒险",2018
"Tijmen Govaerts,Aime Claeys,Salome van Grunsven,Laura Drosopoulo",2018-01-26(鹿特丹电影节),雷纳·埃勒,30134551,荷兰语,7.0,87,荷兰,,我们 Wij,剧情,2018
"南笙,蒋梓乐,黄永刚,简远信,杜冯羽容,邵传玉,张净桐,洪宗义,闫艺泷,张博维 ,沈天,常元佳,高友和,张志伟,薛晓龙,向飞飞,朱长山,肖方阁,王建军,李宽宽",2018-11-20(中国大陆),张博维 ,30372397,汉语普通话,3.6,521,中国大陆,90分钟,妖狐苏妲己,"爱情,奇幻",2018
"戴维德·迪格斯,拉斐尔·卡索,詹妮娜·加万卡,雅斯曼·塞斯·琼斯,伊桑·恩布里,提莎·坎贝尔-马丁,乌特卡什·安邦德卡尔,凯文·卡罗尔,耐姆比·耐姆比,乔恩·查芬,韦恩·奈特,马戈·霍尔","2018-01-18(圣丹斯电影节),2018-07-27(美国)",卡洛斯·洛佩斯·埃斯特拉达,27593912,英语,7.3,3795,美国,95分钟,盲点 Blindspotting,"剧情,喜剧,犯罪",2018
"泷泽秀明,山下智久,生田斗真,风间俊介,长谷川纯,大野智,樱井翔,相叶雅纪,二宫和也,松本润,村上信五,横山裕,锦户亮,丸山隆平,安田章大,大仓忠义",2018-12-29(日本),,30402148,日语,9.0,813,日本,90分钟,超豪华！！最初也是最后的大同窗会！8时J 超豪華！！ 最初で最後の大同窓会！8時だJ,"真人秀,脱口秀",2018
"刘纯燕,董浩,鞠萍,陈苏,耿晨晨,周志强,黄炜",2018-07-06(中国大陆),何澄,30198729,汉语普通话,4.8,3191,中国大陆,80分钟,新大头儿子和小头爸爸3：俄罗斯奇遇记,"动画,家庭,儿童,冒险",2018
"乔舒华·莱纳德,克莱尔·芙伊,莎拉·斯蒂尔斯,马克·库迪奇,艾米·欧文,科林·伍德尔,迈拉·卢克利希亚·泰勒,琳达·茂泽,扎克·切利,波莉·麦基,杰·费罗尔,劳尔·卡斯提洛,朱诺·坦普尔,迈克尔·米姆,罗伯特·凯利,吉普森·弗雷泽,埃林·维赫米,艾米·穆林斯,约瑟夫·莱迪","2018-02-21(柏林电影节),2018-03-23(美国)",史蒂文·索德伯格,27092551,英语,6.5,3381,美国,98分钟,失心病狂 Unsane,"剧情,惊悚,恐怖",2018
"薛·米契尔,格雷·达蒙,柯比·约翰逊,尼克·图恩,路易斯·赫特哈姆,斯坦娜·卡蒂克,马克西米利安·麦克纳马拉,雅各布·明-特伦特,小詹姆斯·A·沃森,玛丽安娜·贝亚德,吉斯·舒尔腾·范·艾查特,乔治·J·维茨纳,梅利莎·麦克米金,莱克西·罗斯",2018-11-30(美国),迪埃德里克·范·罗伊詹,26923951,英语,5.3,1463,美国,86分钟,汉娜格蕾丝的着魔 The Possession of Hannah Grace,"悬疑,惊悚,恐怖",2018
"卡诺查·曼雅德昂,萨维提·苏提查农,Sirichai Charoenkijtanakul,拉齐布·亚姆森,沃拉里·范伽罗马,Nimit Luksameepong,Dhamakara Jakraworawut,Konthorn Taecholarn,Sansern Pokesombat,Suwandee Jakravoravudh,Suporn Decharin,Sa-Ard Piempongsan,Sapunsin Sirichai,Watthanachai Treedecha,Picrate Dolrasee","2018-06-29(中国大陆),2018-01-11(泰国)","彭萨·康斯里,甘·方苏旺,纳·约斯瓦塔纳蒙",27667334,泰语 / 英语 / 汉语普通话,6.7,2503,泰国,104分钟,暹罗决：九神战甲 The Legend of Muay Thai: 9 Satra,"动作,动画,奇幻",2018
"玛丽亚·贝罗,凯尔·麦克拉克伦,泰勒·辛克森,彼德·奥德博拉治,达伦·曼恩,乔什·维金斯,妮娅姆·威尔逊,基亚娜·马德拉,奥利维亚·斯克里文,卡尔森·迈克马克,李康宁,杰夫·克拉克,海莉·基特尔,史蒂芬·穆尔,埃文·马什,特洛伊·布德罗","2018-09-09(多伦多电影节),2019-03-01(美国)",基思·贝尔曼,30282596,英语,7.3,1269,加拿大,93分钟,小小巨人 Giant Little Ones,"剧情,同性",2018
"绫野刚,北川景子,东出昌大,染谷将太,浅野忠信,村上淳,若叶龙也,近藤公园,涩川清彦,国村隼,丰川悦司,永濑正敏","2018-06-21(上海电影节),2018-06-30(日本)",石井岳龙,30142585,日语,5.7,1646,日本,130分钟,朋克武士 パンク侍、斬られて候,"喜剧,动作,奇幻,冒险",2018
"丹·史蒂文斯,麦克·辛,露西·宝通,比尔·米尔纳,理查德·艾尔芬,克里斯汀·弗劳赛斯,马克·路易斯·琼斯,埃伦·里斯,保罗·希金斯,罗斯·奥亨尼西,斯图尔特·麦克尼尔,安妮斯·埃尔维",2018-10-12(美国),加雷斯·埃文斯,26908051,英语,6.3,3849,美国,130分钟,使徒 Apostle,"悬疑,惊悚,恐怖",2018
"玛德琳·布鲁尔,帕奇·德拉奇,梅洛拉·沃尔特斯,戴文·德鲁伊,伊马尼·哈基姆,迈克尔·登普西,弗洛拉·迪亚兹,萨曼莎·罗宾森,杰西卡·帕克·肯尼迪,奎维·坦,以利亚·史蒂文森,伊莎·马齐",2018-11-16(美国),丹尼尔·歌德哈伯,30228425,英语,5.8,3272,美国,94分钟,禁入直播 Cam,"悬疑,惊悚,恐怖",2018
,2018-10-06(釜山电影节),扎希·吉尔申,30181254,宗喀语,6.7,73,不丹 / 尼泊尔,85分钟,红色欲望 The Red Phallus,剧情,2018
"朴正民,金高银,張航善,高俊,申贤彬,郑圭洙,金俊翰,裴济基,崔正憲,赵河硕,柳圣贤,韩星",2018-07-04(韩国),李濬益,27107273,韩语,6.9,2037,韩国,123分钟,边山 변산,剧情,2018
"桑德琳娜·基贝兰,吉尔·勒卢什,埃洛迪·布歇,奥利维亚·科特,克洛蒂尔德·莫勒,让-弗朗索瓦·斯泰弗南,布鲁诺·波达里德斯,缪缪,施特菲·塞尔马,布莱斯·赫雷来特,艾米丽·加瓦·卡恩,格莱高利·嘉德波瓦,提布尔·凡松,塞夫·哈杰迪",2018-12-05(法国),珍妮·亨利,30143857,法语,7.4,373,法国,115分钟,孤儿 Pupille,剧情,2018
"阿比·丽,卡拉·古奇诺,塞伦·希德,迪伦·贝克,马修·比尔德","2018-03-10(西南偏南电影节),2018-08-10(美国)",塞巴斯蒂安·古提耶雷兹,27073254,英语,5.8,1954,美国,105分钟,收割伊丽莎白 Elizabeth Harvest,"科幻,惊悚",2018
"冈田准一,西岛秀俊,黑木华,池松壮亮,绪形直人,柳乐优弥,芳根京子,骏河太郎,渡边大,麻生久美子,石桥莲司,富司纯子,奥田瑛二",2018-09-28(日本),木村大作,27054108,日语,7.0,1068,日本,111分钟,山茶花飘零 散り椿,"剧情,动作",2018
"詹妮弗·洛佩兹,凡妮莎·哈金斯,丽亚·雷米尼,特里特·威廉斯,米洛·文堤米利亚,安娜莱吉·阿什福特,查琳·易,艾伦·艾森伯格,弗雷迪·史卓玛,大卫·弗利,拉里·米勒,迪尔德雷·弗里尔,拉克雷塔,丹·布卡廷斯基,伊丽莎白·马苏茨,迈克尔·波特曼,艾德·朱厄特,铃木杏奈,艾伦·克莱格霍恩",2018-12-14(美国),彼得·西格尔,10546771,英语,5.6,992,美国,103分钟,重塑人生 Second Act,"喜剧,爱情",2018
"阿萨·巴特菲尔德,苏菲·特纳,斯凯勒·吉桑多,奥布雷·雷诺兹,约瑟夫·朴,凯登·J·格雷戈尔,科洛尔·钱伯斯,马克·布洛克维奇,玛丽莲·米勒,威廉·佩尔茨",2018-11-09(美国),安德鲁·鲍勒,27019570,英语,6.3,1768,美国,104分钟,时间怪客 Time Freak,"喜剧,爱情,科幻",2018
"安圣基,张根硕,李成宰,藤井美菜,小田切让,柳昇范",2018-02-18(柏林电影节),金基德,27041677,韩语,5.9,3472,韩国,122分钟,"人间，空间，时间和人 인간, 공간, 시간 그리고 인간",剧情,2018
"金相庆,金康宇,金喜爱,韩智安,李至勋,徐贤宇,李敏芝,崔明彬,玄奉植,孔敏晶,柳京洙,黃在烈,安昌焕,金熙尚,黃仁准,权海虓,金智英,庆收真",2018-03-07(韩国),이창희,27040735,韩语,6.7,3977,韩国,101分钟,消失的夜晚 사라진 밤,"悬疑,惊悚,犯罪",2018
"张鹤来,张栩儿,刘思童,吴旭,孙博,陈子平,崔志刚,廖伟,郭笑,孙照博,将小北,胖妞",2018-06-16(中国大陆),陈廖宇,26791910,汉语普通话,5.9,2436,中国大陆,89分钟,吃货宇宙,"喜剧,科幻,动画",2018
"佐野玲於,中川大志,高杉真宙,横滨流星,吉川爱,恒松祐里,堀田真由,坂东希",2018-07-06(日本),饭塚健,27168153,日语,6.2,593,日本,109分钟,虹色时光 虹色デイズ,剧情,2018
"神谷浩史,斋藤千和,加藤英美里,泽城美雪,花泽香菜,堀江由衣,喜多村英梨,井口裕香,早见沙织,井上麻里奈,坂本真绫,水桥香织,根谷美智子","2018-11-10(日本),2019-05-18(6话TV版开播)",新房昭之,27615868,日语,8.6,1158,日本,148分钟,续·终物语 続・終物語,"剧情,动画,奇幻",2018
"朴海日,文素丽,郑镇荣,朴素丹","2018-10-05(釜山电影节),2018-11-08(韩国)",张律,27025631,韩语 / 日语 / 汉语普通话,7.1,2428,韩国,121分钟,咏鹅 군산: 거위를 노래하다,"剧情,爱情,历史",2018
"贝纳兹·贾法里,贾法·帕纳西",2018-05-12(戛纳电影节),贾法·帕纳西,30174107,波斯语 / 阿塞拜疆语 / 土耳其语,6.5,1039,伊朗,100分钟,三张面孔 سه چهره,剧情,2018
"吕伏阳,周圣崴,赵凯欣,韩睿达,岳嘉宝,陈雯,柳赛,斯琴,罗雪,赵威,孙承龙,韩昊辰,于良,尹明辉,甄鹏程,栾冬",2018-06-22(上海电影节),周圣崴,26900391,无对白,7.6,1339,中国大陆,95分钟,女他,动画,2018
"斯塔西·马汀,塔哈·拉希姆,布鲁诺·沃尔科维奇,卡里姆·莱克路","2018-05-11(戛纳电影节),2018-07-04(法国)",玛丽·蒙日,27190058,法语,5.3,103,法国,107分钟,玩家 Joueurs,"爱情,犯罪",2018
松重丰,2018-12-31(日本),,30388353,日语,8.8,2925,日本,75分钟,孤独的美食家除夕SP：京都・名古屋出差篇 孤独のグルメ 2018大晦日スペシャル,剧情,2018
"佩德罗·帕斯卡,杰伊·杜普拉斯,Sophie Thatcher","2018-03-10(西南偏南电影节),2018-11-02(美国)","Christopher Caldwell,Zeek Ear",30149773,英语,4.9,645,美国,98分钟,致命勘探 Prospect,"剧情,科幻,惊悚",2018
"Andrea Santamaria,India Coenen,Saïd Amadis,玛丽-克莉丝汀·达哈,Vincent Ropion",2018-12-12(法国),Juan Antin,27046657,法语 / 英语,6.6,77,法国 / 卢森堡 / 加拿大,72分钟,大地母亲 Pachamama,"动画,奇幻,冒险",2018
"余香凝,岑珈其,叶童,谷祖琳,张国强,廖子妤,欧锦棠,钟景辉,张蔓姿,陈丽云,郭伟亮,蒋祖曼,傅月美,梁健平,林嘉华,刘玉翠,陈桂芬,岑乐怡,陈曾宁,游学修,易健儿,谢珈朗,徐浩昌,何故",2018-10-11(香港),欧文杰,27663808,粤语,6.6,1050,香港,99分钟,非同凡响 非同凡響,剧情,2018
"安东尼奥·德·拉·托雷,奇诺·达林,阿方索·托特,凯撒·特龙科索,索蕾达·维拉米尔,西尔维娅·佩雷斯·克鲁兹,米涅娜·帕斯夸尔,尼迪亚·泰勒斯,凯撒·博尔东","2018-09-01(威尼斯电影节),2018-11-23(西班牙)",阿尔瓦罗·布雷克纳,30188247,西班牙语,7.7,1664,乌拉圭 / 西班牙 / 阿根廷 / 法国 / 德国,122分钟,地牢回忆 La noche de 12 años,"剧情,历史,犯罪",2018
"温迪·麦克伦登-考威,麦迪森·伊瑟曼,杰里米·雷·泰勒,郑肯,卡里尔·哈里斯,杰克·布莱克,克里斯·帕内尔,布赖斯·卡斯,佩顿·威奇,沙里·海德利,克里斯蒂安·芬拉森,马修·J·瓦斯奎斯,考特尼·劳伦·卡明斯,洁西·高伊,肯德里克·克罗斯,R·L·斯坦,米克·温格特,达林·德·保罗,肖恩·麦克米伦,帕蒂·舍尔哈斯",2018-10-12(美国),阿里·桑德尔,26779967,英语,5.4,2236,美国,90分钟,鸡皮疙瘩2：闹鬼万圣节 Goosebumps: Haunted Halloween,"喜剧,恐怖,奇幻,冒险",2018
"娜塔莉·多默尔,马特·史密斯,克莱夫·斯坦登,斯坦利·图齐,约翰·C·布莱德利,安娜斯塔西亚·哈罗德,阿格妮丝·迪恩,豪尔赫·莱昂·马丁内斯,皮帕·贝内特-华纳,詹姆斯·诺斯科特,柯林·麦克法兰,蒂利亚纳·布克丽瓦",2018-08-14(美国),斯戴芬·卢佐维茨基,26268574,英语,4.7,1205,英国,93分钟,零号病人 Patient Zero,"动作,科幻,恐怖",2018
"山田杏奈,清水寻也,大谷凜香,大塚丽奈,中田青渚,绀野彩夏,樱爱里纱,远藤健慎,大友一生,远藤真人,森田亚纪,户田昌宏,片冈礼子,寺田农",2018-04-07(日本),内藤瑛亮,27043736,日语,5.9,2124,日本,114分钟,三角草的春天 ミスミソウ,剧情,2018
"弗兰茨·罗戈夫斯基,葆拉·贝尔,戈德哈尔德·吉瑟,莉莲·巴特曼,玛丽安·扎瑞,巴尔巴拉·奥尔,马蒂亚斯·勃兰特,塞巴斯蒂安·胡克,尤斯图斯·冯·多赫纳尼,亚历克斯·布伦德缪尔,特里斯坦·皮特,罗纳德·库克利斯","2018-02-17(柏林电影节),2018-04-05(德国)",克里斯蒂安·佩措尔德,26682880,德语 / 法语 / 法国手语,7.3,2250,德国 / 法国,101分钟,过境 Transit,剧情,2018
"布鲁斯·坎,朴熙顺,尹珍序,金仁权,朴哲民",2018-12-06(韩国),李承元,30426860,韩语 / 英语,5.0,1387,韩国,102分钟,复仇岛 리벤져,动作,2018
"金敏喜,郑镇荣,纪柱峰,徐永嬅,金玺碧,安在洪,孔敏晶",2018-02-16(柏林电影节),洪尚秀,27140287,韩语,6.2,2492,韩国,66分钟,草叶集 풀잎들,剧情,2018
"桑尼·苏尔季克,凯瑟琳·沃特斯顿,卢卡斯·赫奇斯,纳-凯尔·史密斯,奥伦·普雷纳特,吉奥·加利西亚,赖德·麦克劳克林,亚历克萨·德米,哈莫尼·科林,杰洛德·卡尔迈克,贾克斯·马尔科姆","2018-09-09(多伦多电影节),2018-10-19(美国)",乔纳·希尔,26762269,英语,7.3,3645,美国,84分钟,90年代中期 Mid90s,"剧情,喜剧",2018
"竹内凉真,滨边美波,佐藤大树,川荣李奈,新川优爱,福本莉子,佐生雪,矢本悠马",2018-08-01(日本),月川翔,27621184,日语,5.8,2585,日本,104分钟,君主！先发制人 センセイ君主,"喜剧,爱情",2018
"Milán Csordás,Anna Mária Cseh,Eniko Anna Illesi",2018-04-12(匈牙利),阿尔帕德·博格达纳,30143869,匈牙利语,6.6,68,匈牙利,120分钟,创世纪 Genezis,剧情,2018
" 英迪娅·埃斯利,詹森·艾萨克,佩内洛普·米契尔,米拉·索维诺,哈里森·吉尔伯特森,克里斯汀·哈里斯,亚当·哈蒂格,康纳·彼得森,辛蒂·迈斯科",2018-10-12(美国),阿萨夫·伯恩斯坦,26942853,英语,5.9,2889,加拿大,103分钟,镜中人 Look Away,惊悚,2018
"娜塔莉·波特曼,裘德·洛,拉菲·卡西迪,斯塔西·马汀,威廉·达福,詹妮弗·艾莉,克里斯托弗·阿波特,弗莱德·海辛格,马特·索维托,娜塔莎·罗曼诺娃,丹尼尔·伦敦,苏菲·柯蒂斯,克里斯·班克斯,艾莉森·温","2018-09-04(威尼斯电影节),2018-12-07(美国)",布拉迪·科贝特,26852903,英语,5.7,1480,美国,114分钟,光之声 Vox Lux,"剧情,音乐",2018
"金武烈,朴熙顺,李璟荣,全光烈,林元熙,吴政世,金民教,玄奉植,金宝刚,崔宗南,李益俊,张赫镇,吴雅琳, 金泰奂,洪京妍,李胤熙,楊朱虎, 成仁子,李龙女,金暻爱,俞俊洪",2018-04-12(韩国),许俊亨,26767358,韩语,6.8,2676,韩国,101分钟,钱袋 머니백,"剧情,喜剧,犯罪",2018
"费利克斯·马利陶德,尼古拉斯·鲍文斯,汤米·李·巴克,奥雷·阿蒂卡,玛丽·德纳尔诺,伊连·贝加拉,戴维·鲍伊特",2018-09-13(法国),克里斯托夫·查理尔,30286112,法语,7.3,2446,法国,82分钟,乔纳斯 Jonas,"剧情,爱情,同性",2018
"平野紫耀,樱井日奈子,玉城蒂娜,矶村勇斗,伊藤健太郎,樱田日和",2018-11-09(日本),佐藤祐市,27175983,日语,3.9,724,日本,,青涩之恋 ういらぶ。,爱情,2018
"费利克斯·马利陶德,埃里克·伯纳德,尼古拉斯·迪布拉,菲利普·奥雷尔","2018-05-10(戛纳电影节),2018-08-29(法国)",卡米尔·维达-那克,30197496,法语,6.9,3209,法国,99分钟,野性 Sauvage,"剧情,情色,同性",2018
汉纳·盖茨比,2018-06-19(澳大利亚),"乔恩·欧布,玛德琳·帕里",30253080,英语,9.4,2224,澳大利亚,69分钟,汉纳·盖茨比告别秀：娜娜 Hannah Gadsby: Nanette,"喜剧,脱口秀",2018
"池田依来沙,涩川清彦,伊藤健太郎,光宗薰,小田切让","2018-06-16(上海电影节),2018-07-07(日本)",片桐健滋,27599688,日语,7.0,592,日本,109分钟,洗屋 ルームロンダリング,剧情,2018
"芦展翔,崔璨,王文娜",2018-08-14(中国大陆),卢漉,30232211,汉语普通话,7.3,701,中国大陆,19分钟,童年随之而去,剧情,2018
"辛西亚·梅尔卡多,斯蒂芬·康洛伊,艾米·福赛思,雷格·爱德沃兹,贝克斯·泰勒-克劳斯,克里斯蒂安·詹姆斯,马特·默丘里奥,罗比·阿特尔,乔治·霍华德·亚当斯,考特尼·迪茨,迈克尔·图尔克,托尼·托德,埃尔·格雷厄姆,肖恩·麦克米伦,布鲁克·杰伊·泰勒,本杰明·韦弗",2018-09-28(美国),格雷戈里·普罗金,22266236,英语,5.6,1377,美国,89分钟,地狱游乐园 Hell Fest,恐怖,2018
"李秉宪,朴正民,尹汝贞,韩智敏,金成铃,崔莉,黄锡晶,文淑,白书怡,李周英,张海恩,朴智勋,柳正浩,孙德基,金炳春,洪锡然,朴晌勋,车明旭,金瑞元 ",2018-01-17(韩国),崔成贤,26980827,韩语,7.7,3808,韩国,120分钟,那就是我的世界 그것만이 내 세상,剧情,2018
"松本梨香,大谷育江,林原惠美,三木真一郎,犬山犬子,石冢运升,川荣李奈,芦田爱菜,滨田岳,大仓孝二,中川翔子,野泽雅子,山寺宏一",2018-07-13(日本),矢岛哲生,27145025,日语,6.9,2233,日本,97分钟,精灵宝可梦：大家的故事 劇場版 ポケットモンスター みんなの物語,"动画,奇幻,冒险",2018
