actor,date,director,id,language,rate,rating_num,region,runtime,title,type,year
"凯瑟琳·哈恩,保罗·吉亚玛提,约翰·卡洛·林奇,丹尼斯·欧哈拉,艾米丽·罗宾森,莫莉·香侬,希芳·法隆,凯莉·卡特,麦迪·科尔曼,弗朗西丝卡·鲁特-多德森,海缇安·朴,特雷西·齐默,戴斯敏·博格斯,萨曼莎·布克,马米·科西科,艾丽莎·奇塔姆,凯莉·米勒,安娜·库奇马,斯宾塞·摩西,罗丝玛丽·霍华德","2018-01-18(圣丹斯电影节),2018-10-05(美国)",塔玛拉·詹金斯,26985996,英语,7.5,4896,美国,123分钟,私人生活 Private Life,剧情,2018
"林柏宏,石安妮,王芊,何明翰,苑琼丹,兰昊宇,刘金",2018-05-29(中国大陆),黄朝亮,26931155,汉语普通话,5.1,2262,中国大陆 / 香港,98分钟,给19岁的我自己,"剧情,爱情",2018
"朴海日,秀爱,尹宰文,罗美兰,金奎善,李阵郁,韩珠英,朴成勋,张素妍,南基爱,滨崎真绪,金康宇,姜其永,南文哲,张赫镇,金昇勋,朴镇宇,文正秀 ,金海坤 ",2018-08-29(韩国),边赫,27168151,韩语,5.5,3742,韩国,120分钟,上流社会 상류사회,"剧情,情色",2018
"奥野壮,犬饲贵丈,押田岳,大幡诗绘理,渡边圭祐,赤楚卫二,高田夏帆,武田航平,水上剑星,佐藤健",2018-12-22(日本),山口恭平,30300125,日语,6.7,990,日本,100分钟,假面骑士平成世代 FOREVER 仮面ライダー平成ジェネレーションズ FOREVER,"动作,科幻,儿童",2018
"鲁伯特·艾弗雷特,科林·费尔斯,艾米丽·沃森,科林·摩根,埃德温·托马斯,汤姆·威尔金森,安娜·钱斯勒,朱利安·沃德姆,碧翠斯·黛尔,安德烈·彭文,约书亚·麦圭尔,克里斯蒂安·布朗查特,奥利弗·凯特,罗纳德·皮卡普,约翰·斯坦丁,本杰明·沃辛,丹尼尔·韦曼","2018-01-21(圣丹斯电影节),2018-06-15(英国)",鲁伯特·艾弗雷特,11524958,英语 / 意大利语 / 法语,7.2,3991,英国 / 比利时 / 意大利 / 德国,105分钟,快乐王子 The Happy Prince,"剧情,同性,传记",2018
"长泽雅美,高桥一生,内藤大湖,川荣李奈,黑木瞳,吉田钢太郎",2018-01-20(日本),中江和仁,27008562,日语,6.3,5327,日本,118分钟,爱上谎言的女人 嘘を愛する女,"剧情,悬疑",2018
"阮如琼,陈女燕溪,阮芳茶眉,黎武隆,玛雅,清美",2018-09-07(多伦多电影节),Ash Mayfair,3692826,越南语,6.8,352,越南,96分钟,落红 Vợ Ba,剧情,2018
"科洛·莫瑞兹,萨莎·莱恩,詹妮弗·艾莉,小约翰·加拉赫,福勒斯特·古德勒克,奎恩·谢法德,斯宾塞·李斯特,艾米莉· 斯凯格斯,艾萨克·吉·索尔斯坦","2018-01-16(圣丹斯电影节),2018-08-03(美国)",戴思睿·阿卡万,26917393,英语,6.6,4696,美国,91分钟,错误教育 The Miseducation of Cameron Post,"剧情,同性",2018
"威廉·达福,鲁伯特·弗兰德,奥斯卡·伊萨克,麦斯·米科尔森,马修·阿马立克,艾玛纽尔·塞尼耶,尼尔斯·阿贺斯图普,艾伦·奥伯特,阿蜜拉·卡萨,洛丽塔·夏马,帕特里克·薛内斯,弗拉基米尔·康斯金尼,亚力克西斯·马沙利克,文森特·佩雷斯,亚历山德拉·斯图尔特","2018-09-03(威尼斯电影节),2018-11-16(美国)",朱利安·施纳贝尔,27050878,法语 / 英语,6.3,1808,瑞士 / 爱尔兰 / 英国 / 法国 / 美国,110分钟,永恒之门 At Eternity's Gate,"剧情,传记",2018
"小泉今日子,泽尻英龙华,前田敦子,广濑爱丽丝,山田优,坛蜜,夏洛特·凯特·福克斯,铃木京香","2018-06-17(上海电影节),2018-09-21(日本)",生野慈朗,30133757,日语,6.5,1708,日本,104分钟,食女 食べる女,剧情,2018
"肯尼思·布拉纳,朱迪·丹奇,伊恩·麦克莱恩,洛丽塔·查卡巴蒂,杰克·科尔格雷夫·赫斯特,道格·科灵,埃莉诺·德·罗汉,菲尔·邓斯特","2018-12-21(美国点映),2019-02-08(英国)",肯尼思·布拉纳,30366382,英语,7.2,207,英国,101分钟,都是真的 All Is True,"剧情,传记,历史",2018
"托尔斯坦·比约克朗德,安蒂·希海基宁,维尔·希尔卡,约翰内斯·霍洛佩宁,萨穆利·贾斯基奥,明卡·库斯顿,凯·莱蒂宁,皮霍·朗卡,锡尼卡·莫克尔拉,麦克斯·奥瓦斯卡,佩尔蒂·斯维霍姆,马尔蒂·斯利亚,威利·蒂奥宁",2018-03-09(芬兰),"裘索·拉提欧,尤加·维迪葛伦",27596249,芬兰语 / 英语 / 挪威语,7.6,6658,芬兰 / 挪威,92分钟,重金属囧途 Hevi reissu,"喜剧,音乐",2018
"高桥未奈美,佐仓绫音,木户衣吹",2018-06-09(日本),佐藤卓哉,26999591,日语,7.6,2065,日本,58分钟,牵牛花与加濑同学 あさがおと加瀬さん。,动画,2018
"黄秋生,姬素·孔尚治,叶童,李灿森,黄定谦","2018-11-08(台湾金马奖),2019-04-11(香港)",陈小娟,30140231,粤语,8.3,1413,香港,112分钟,沦落人 淪落人,剧情,2018
"安德鲁·斯科特,丹妮斯·高夫,J·D·埃弗摩尔,凯萨琳·戴尔,桑德拉·埃利斯·拉弗蒂,格里夫·弗斯特,杰森·戴维斯,克里斯蒂安·芬拉森,科里·斯科特·艾伦,迈克尔·罗斯,盖奇·劳森,凯特·福布斯,Bronagh Waugh,Jared Bankens,Christa Beth Campbell,Andrew Masset","2018-06-24(爱丁堡国际电影节),2019-04-19(英国)",Simon Fellows,26862262,英语,6.0,272,英国,89分钟,黑暗之地 A Dark Place,"悬疑,惊悚",2018
"埃娃·梅兰德,埃罗·米洛诺夫,约根·托尔松,安·彼得伦,斯坦·伦格伦,马蒂·博斯泰特,维克托·奥克布卢姆-尼尔松,纳塔莉 明妮威克","2018-05-10(戛纳电影节),2018-08-31(瑞典)",阿里·阿巴西,30194752,瑞典语,6.8,4854,瑞典 / 丹麦,110分钟,边境 Gräns,"剧情,惊悚,奇幻",2018
"迪恩·安德鲁斯,露丝·布莱德利,碧碧·凯芙,阿米莉亚·戴尔,理查德·道布尔迪,德雷克·哈利根,布莱克·哈里森,皮帕·海伍德,斯塔奇·希克斯,拉尔夫·伊内森,布莱恩·麦卡迭,迈克尔·麦克埃尔哈顿,蒂姆·麦克纳尼,利亚姆·麦克马洪,萨曼莎·斯毕洛",2018-12-23(英国),特里·隆,30411657,英语,6.1,1264,英国,92分钟,阿加莎与谋杀的真谛 Agatha and the Truth of Murder,"悬疑,犯罪",2018
"权相宇,成东日,李光洙,徐英姬,郑妍珠,孙丹菲,金东旭",2018-06-13(韩国),李彦禧,27031060,韩语,6.5,4473,韩国,116分钟,侦探2 탐정: 리턴즈,"喜剧,犯罪",2018
"索姆·沙,田蒂·马舍,安妮塔·戴特,朗吉·查克拉博蒂,迪普克·达姆利","2018-08-29(威尼斯电影节),2018-10-12(印度)","拉希·阿尼尔·巴夫,安南·甘地,阿德什·普拉萨德",30283526,印地语,7.4,4555,印度,104分钟,塔巴德 तुम्बाड,"剧情,惊悚,奇幻",2018
"马顺洗,李虎城,彭一家,刘炷诗嫚,蒲浩宇,陈钶予,李金津川,徐谦,邓诗国,陈建宇,苏爱娟",2018-05-11(中国大陆),徐耿,30197911,汉语普通话,7.6,639,中国大陆,104分钟,破门,剧情,2018
"吴世勋,姜美娜,李济延,金熙镇,姜多贤,安宝贤",2018-09-07(韩国),崔恩重,30148183,韩语,8.1,1645,韩国,200分钟,独孤：倒回 독고 리와인드,动作,2018
,2018-04-26(韩国),,26746372,韩语,5.0,139,韩国,74分钟,善良妈妈的朋友2 착한 엄마친구 2,爱情,2018
"凯瑟琳·坎宁安,钱斯勒,莎姬·贝兹",2018-09-10(美国),Austin Vesely,26930099,英语,4.3,154,美国,83分钟,鬼镇灵异杀人事件 Slice,"喜剧,恐怖",2018
"安娜索菲亚·罗伯,乌玛·瑟曼,伊莎贝拉·弗尔曼,维多利亚·莫洛勒斯,诺亚·西尔弗,泰勒·拉塞尔,罗希·戴,丽贝卡·弗朗特,乔迪·梅,皮普·托伦斯,克里斯蒂·米切尔,吉姆·斯图格恩,大卫·艾略特,布莱恩·博维尔,拉米罗·布拉斯,何塞·利努艾萨",2018-08-17(美国),罗德里戈·科尔特斯,26982852,英语,5.0,1061,美国,96分钟,邪恶宿舍夜惊魂 Down a Dark Hall,"剧情,恐怖,奇幻",2018
"陈都灵,宋威龙,张宥浩,盖玥希,曹曦文,高圣远,金世佳,吕绍聪,佟大为,苏芒,彭冠英",2018-11-09(中国大陆),韩琰,26847920,汉语普通话,3.9,994,中国大陆,104分钟,破梦游戏,"动作,冒险",2018
"周华健,蔡依林,朴树,张靓颖,汪苏泷,李荣浩,李宇春,邓紫棋,毛不易,刘维,李艺彤,薛之谦,陈伟霆,蔡卓妍,钟欣潼,张杰,刘宇宁,蔡一智,蔡一杰,苏志威,林志玲,林俊杰,李响,张纯烨,李好",2018-12-31(中国大陆),,30408074,汉语普通话,8.3,563,中国大陆,,2019江苏卫视跨年演唱会,"音乐,歌舞",2018
"小林薰,柳乐优弥,海,鈴木常吉,堀内敬子","2018-10-05(釜山电影节),2019-01-18(日本)",广濑奈奈子,30219700,日语,6.2,182,日本,113分钟,黎明 夜明け,剧情,2018
"杨璐,王小雨,周业余,殷汝利,连建亭,于飞,刘爱琴,王晓义,刘泓江",2018-10-15(中国大陆),殷玉洲,30162995,汉语普通话 / 胶辽官话,6.2,286,中国大陆,115分钟,沿海出发,"剧情,家庭",2018
"Ratnabali Bhattacharjee,Lolita Chatterjee,Sumanto Chattopadhyay,吉姆·萨伯",2018-01-25(荷兰),阿蒂提雅·维克拉姆·森古普塔,30170741,孟加拉语 / 英语,7.5,90,印度 / 法国 / 新加坡,90分钟,萤火虫 জোনাকি,剧情,2018
"松田利冴,下地紫野,松风雅也,新谷真弓,津田健次郎,内山夕实,市道真央,後藤啓介",2018-06-27(日本),安藤正臣,30259761,日语,9.2,222,日本,24分钟,哈库梅伊与蜜珂析OVA：螺丝与床 / 地炉与博弈 ハクメイとミコチOVA「ネジとベッド と 囲炉裏と博打」,"动画,奇幻",2018
池韵,2018-07-23(FIRST青年影展),周洲,30252521,汉语普通话,6.2,930,中国大陆,88分钟,美丽,剧情,2018
"陈楚洹,黄启航,龚婉怡,张艺舰,朱拉拉",2018-08-31(中国大陆),战越,30263334,汉语普通话,2.9,364,中国大陆,85分钟,解剖室灵异事件之男生宿舍,"惊悚,恐怖",2018
"张星阑,刘国光,吴洋,宋天湙,臧鸿飞",2018-06-08(中国大陆),陆诗雨,30212351,汉语普通话,2.3,652,中国大陆,90分钟,恐怖浴室,"惊悚,恐怖",2018
"李采潭,서원,金珠,민도윤,강민우",2018-03-22(韩国),이리단,30170132,韩语,5.5,140,韩国,82分钟,女生宿舍2 여자 하숙집2,剧情,2018
"亚历克西斯·肯德拉,斯特里奥·萨万特,rachel alig,伊莉莎白·桑迪,mykayla sohn,joanne mcgrath",2018-09-15(美国),Jon Knautz,27179205,英语,5.4,80,美国,,女清洁工 The Cleaning Lady,"惊悚,恐怖",2017
"彭愚厶,曾妮,何其炜,王怡雯,郭野,周升",,代艺霖,30243330,汉语普通话,3.5,436,中国大陆,90分钟,宝塔镇河妖之诡墓龙棺,"喜剧,悬疑,奇幻",2018
"伊戈尔·别特连科,Ayub Tsingiev,Aleksey Vertkov",2018-06-07(俄罗斯),Aleksandr Aravin,30316466,俄语,6.9,73,俄罗斯,96分钟,清算行动 Reshenie o likvidatsii,动作,2018
"丹努什,贝热尼丝·贝乔,艾琳·莫里亚蒂,巴克德·阿巴蒂,热拉尔·朱尼奥,本·米勒,阿贝尔·贾夫里,莎拉·珍妮·拉布罗丝,凯·葛利丹努,阿姆鲁塔·桑特,希玛·比斯瓦斯,克里斯蒂安·布朗查特,斯特凡诺·卡塞蒂,乌瓦曼古·科内利斯,甘达夫·德万,埃德温·吉莱特,奥卡尔·凯特卡,波林·马雷查尔,丹尼勒·尼西,哈蒂·辛格,玛尔·索度佩","2019(中国大陆),2018-05-30(法国)",肯·斯科特,26715965,英语 / 印度语,6.8,1009,法国 / 印度,92分钟,衣柜里的冒险王 The Extraordinary Journey of The Fakir,"剧情,喜剧",2018
"斯蒂芬努·阿科西,卡罗利娜·克雷申蒂尼,埃琳娜·库奇,皮耶尔弗兰切斯科·法维诺,克劳迪亚·杰里尼,马西莫·吉尼,萨布里娜·因帕恰托雷,桑德拉·米洛,斯特法尼娅·桑德雷利,瓦莱丽亚·索拉里诺,吉安马可·托格纳奇,蒂亚·法蔻",2018-02-14(意大利),加布里埃莱·穆奇诺,30237588,意大利语,6.9,439,意大利,105分钟,完美家庭 A casa tutti bene,"剧情,喜剧,爱情",2018
"海拉提·哈木,玛尔江·巴依吐肯,丽娜·夏侃","2018-09-11(中国大陆),2019-04-12(中国大陆重映)","阿迪夏·夏热合曼,周军",30327768,汉语普通话,6.9,1000,中国大陆,94分钟,远去的牧歌,"剧情,西部,冒险",2018
"扬·布达尔,伊里·拉布斯,加罗米尔·杜拉瓦,Norbert Lichý,Kamila Magálová,Ivana Uhlírová","2018-01-27(鹿特丹影展),2018-02-19(捷克)",杨·史云梅耶,21339393,捷克语,6.9,1240,捷克 / 斯洛伐克,98分钟,昆虫物语 Hmyz,"剧情,喜剧,动画",2018
"金靖承,候云箫,刘芷含,是之,马忠山",2018-10-26(东京电影节),黄璜,30307237,汉语普通话,7.0,217,中国大陆,121分钟,武林孤儿,剧情,2018
"林永健,颜丹晨,尤勇,侯天来,吴军,高明,何政军,舒耀瑄,刘芳,李林蔚,戚云鹏,任铭松,李晓强,王匡,孙思翰,施大生,巍子,许文广,范俊良,周正启,晁振轩","2018-08-08(中国大陆),2018-07-25(河北省)",赵琦,27104330,汉语普通话,7.4,1238,中国大陆,100分钟,李保国,"剧情,传记",2018
"杰森·莫玛,Marcus Mumford,Ben Lovett,Winston Marshall,Ted Dwane",2018-12-08(美国),,30395621,英语,7.4,79,美国,90分钟,周六夜现场：杰森·莫玛/蒙福之子乐队 Saturday Night Live Jason Momoa/Mumford & Sons,喜剧,2018
"克里斯托弗·埃克莱斯顿,妮雅姆·库萨克,卢克·纽伯里,Katy Brittain,David Acton,Raif Clarke,Tom Padley,Afolabi Alli,Michael Hodgson,Bally Gill,Edward Bennett,Donna Banya",2018-04-11(英国),Polly Findlay,30133318,英语,7.6,171,英国,157分钟,麦克白 RSC Live: Macbeth,剧情,2018
马龙·韦恩斯,2018-02-27(美国),马库斯·雷波依,30156987,英语,7.9,139,美国,,马龙·韦恩斯：半醒不醒 Marlon Wayans: Woke-ish,喜剧,2018
"瓦伦·凯恩,沙扎德·拉蒂夫,克里斯蒂尼·亚当斯,摩根·华金斯,Emma Cater,Louis Martin,Amir Rahimzadeh",2018-02-17(柏林电影节),提莫·贝克曼贝托夫,27608279,英语,8.1,176,美国 / 英国 / 塞浦路斯 / 俄罗斯,105分钟,网诱惊魂 Profile,"剧情,惊悚",2018
"木野日菜,长江里加,小原好美,前川凉子,置鲇龙太郎,井上穗乃花,金泽舞",2018-12-26(日本),岸诚二,30335230,日语,8.3,132,日本,,来玩游戏吧 OAD あそびあそばせ OAD,"喜剧,动画",2018
"野村万斋,广末凉子,鹫尾真知子,土屋佑壱,山崎一,辻万长",2018-03-14(日本),栗山民也,30382775,日语,8.2,432,日本,175分钟,上海月亮 シャンハイムーン,剧情,2018
"大卫·米切尔,肯尼思·布拉纳,海伦·蒙克斯,保拉·威尔科克斯,哈里·恩菲尔德,Rosanna Beacock,丽莎·塔巴克,马克·希普,卡尔·特奥巴德,杰玛·韦兰,蒂姆·唐尼,Rob Rouse,多米尼克·科尔曼,Spencer Jones,史蒂夫·斯皮尔斯,乔斯林·杰·艾森,莉莉·科尔,Hannah Jane Fox,Luka Petrovic",2018-12-25(英国),Richard Boden,30426857,英语,8.6,86,英国,39分钟,新贵2018圣诞特辑 Upstart Crow: A Crow Christmas Carol,"喜剧,历史",2018
"尼古拉斯·霍普,Megan Drury,Will McDonald,Texas Watterston,Jack Ruwald",2018-07-27(澳大利亚),Storm Ashwood,27072846,英语,3.3,212,澳大利亚,100分钟,邪恶校园 The School,惊悚,2017
"斯蒂夫·理查德·哈里斯,贾瑞德·科恩,约瑟夫·迈克尔·哈里斯,Paul Logan,Lindsay Elston,Jenna Enns,Liz Fenning,Xavi Israel,Tammy Klein,Michael Marcel,Teagan Sirset,Terry Woodberry",2018-03-15(美国),贾瑞德·科恩,30175276,英语,3.0,637,美国,85分钟,环大西洋2 Atlantic Rim: Resurrection,"动作,科幻",2018
"玉木宏,新木优子,吉泽亮,中村达也,柄本明,光石研",2018-01-13(日本),中村哲平,27027372,日语,3.8,714,日本,139分钟,恶与假面的规则 悪と仮面のルール,"剧情,惊悚,犯罪",2018
"黄轩,范明,张辛苑,李滨",2018-03-03(中国大陆),韩杰,30155226,汉语普通话,3.1,1322,中国大陆,68分钟,玩世英雄,"剧情,喜剧,战争,奇幻",2018
"林子聪,艾晓琪,陈浩民,陈国坤,金刚,林雪,黄一山,李健仁,罗家英,田启文,那威,周奇奇",2018-11-30(中国大陆),"林子聪,柯丁图",30329714,粤语 / 汉语普通话,3.4,1168,中国大陆,86分钟,冒牌搭档,喜剧,2018
"何乙轩,李运佳,周舟,黄娟,杨坤锐,李延,王渊,王正佳,刘锦,李一明,张依珂,季李,田雨,周小鹏,许之糯,吕一丁,张京海,徐福来,常征,孔庆三,边防,杜伯,苏强,王俊潾,高果,孙博,刘建军,梅景洪,李少林,高玉林,张业福,苏佳男,杨瑞承,吴梓铭,田甲右,刘欣刚,岳阳",2018-06-06(中国大陆),王俊潾,27157647,汉语普通话,4.0,734,中国大陆,90分钟,暗夜良人,"剧情,悬疑",2018
"艾瑞克·斯图汉斯克,杰伊·钱德拉萨卡,史蒂夫·雷米,保罗·索特,凯文·赫夫南,西恩·威廉·斯科特,小克利夫顿·克林斯,小达蒙·韦恩斯,布莱恩·考克斯,玛莉莎·寇兰,布鲁斯·麦克库罗奇,琳达·卡特,罗伯·劳,海耶斯·麦克阿瑟,泰勒·莱伯恩,威尔·萨索,埃曼纽尔·施莱琪,吉米·塔特罗,吉姆·加菲根,迈克尔·奇克,保罗·沃尔特·豪泽,欧文·伯克,玛吉·卡斯特,弗莱德·萨维奇",2018-04-20(美国),杰伊·钱德拉萨卡,2996691,英语,5.1,532,美国,99分钟,超级骑警2 Super Troopers 2,"喜剧,悬疑,犯罪",2018
"Julián Villagrán,Ester Expósito,Marian Álvarez,Sira Alonso,Asia Ortega,Daniel Jumillas,Christian Mulas",2018-09-07(西班牙),Gonzalo Bendala,30398018,西班牙语,4.2,306,西班牙,91分钟,当天使沉睡 Cuando los ángeles duermen,"剧情,惊悚",2018
"花泽香菜,白本彩奈,伊藤陽佑,片山福十郎,巴多利胜悟,福井裕佳梨 ",2018-08-18(日本),坂本サク,27072728,日语,5.5,126,日本,75分钟,阿拉克涅的虫笼 アラーニェの虫籠,"剧情,动画,惊悚,恐怖",2018
"迈克尔·米赞宁 Mike Mizanin,肖恩·迈克尔斯 Shawn Michaels,瑞贝卡·奎恩,Louisa Connolly-Burnham,特伦斯·梅纳德,蒂姆·伍德沃德,马丁·福特,Anna Demetriou,迈克尔·希格斯,丹尼尔·阿德博伊加,亚力克·纽曼,Hester Ruoff,艾莉·高菲,David William Bryan",2018-11-13(美国),詹姆斯·纳恩,27615521,英语,4.3,494,美国,85分钟,海军陆战队员6：近距离击杀 The Marine 6: Close Quarters,"动作,犯罪",2018
"Zach McGowan,Nathan Jones,Peter Mensah,Mayling Ng",2018-10-23(美国),唐·迈克尔·保罗,30351446,英语,4.3,777,美国,102分钟,蝎子王5:灵魂之书 The Scorpion King: Book of Souls,"动作,冒险",2018
"Luis Aguirre,Fini Bocchino,Bruno Sosa Bofinger,Fabio Chamorro,Dani Da Rosa,José Roberto Fretes Romero,Andrea Frigerio",2018-08-02(巴拉圭),"Rodrigo Salomón,Pietro Scappini",30477783,西班牙语,4.8,98,巴拉圭 / 阿根廷,107分钟,"绝对忠诚 Leal, solo hay una forma de vivir","剧情,动作,犯罪",2018
"加布里埃尔·贝特曼,达比·坎普,基拉·桑切斯,格拉伦·布莱恩特·班克斯,威尔·罗斯海尔,安格斯·桑普森,杰罗德·海恩斯,莱西·坎普,吉姆·格里森,布雷迪·佩蒙特,汤姆·普罗克特","2018-12-28(中国大陆),2018-03-16(美国)",布兰登·坎普,26895438,英语,6.9,1912,美国,85分钟,神探狗笨吉 Benji,剧情,2018
"新谷真弓,美山加恋,吉田有里,饭田里穗,田村睦心,小西克幸,永冢拓马,铃木崚汰,伊藤美纪,真坂真帆,森功至,松谷彼哉,青山穰",2018-09-07(日本),"本广克行,鈴木清崇,上村泰",27081132,日语,7.0,262,日本 / 美国,135分钟,特别的她 Alternative 劇場版 フリクリ オルタナ,"剧情,科幻,动画",2018
"李熙,도모세,서원",2018-09-06(韩国),이상수,30323166,韩语,4.9,174,韩国,101分钟,青春期的妹妹 사춘기 여동생,情色,2018
"尼古拉斯·凯奇,索菲亚·斯凯尔顿,Dwayne Cameron,温斯顿·凯奇,科里·哈德里克,阿曼达·瑟妮,Michael Bellisario",2018-06-08(美国),纽科·萨克里顿,27040826,英语,4.4,1049,美国,87分钟,代码211 211,动作,2018
"吉莉安·雅各布斯,瓦妮莎·贝尔,理查德·麦登,Phoebe Robinson",2018-05-25(美国),Alex Richanbach,30133265,英语,4.7,317,美国,93分钟,伊比萨 Ibiza,,2018
,2018-07-14(中国大陆),"叶伟青 ,王以立 ",30227725,汉语普通话,4.9,774,中国大陆 / 香港,85分钟,小悟空,"喜剧,动画,冒险",2018
"约翰·特拉沃尔塔,凯瑟琳·温妮克,詹妮弗·艾斯波西多,迈克尔·温斯顿,詹迪·莫拉,阿莫里·诺拉斯科,马修·莫迪恩,詹姆斯·瑞马尔,凯南·鲁兹,查理·吉尔莱斯皮尔,莫兰·阿提艾斯,汤姆·塞兹摩尔",2018-11-16(美国),乔迪·斯卡菲尔德,27010944,英语,5.2,576,美国,102分钟,极速杀机 Speed Kills,"剧情,动作,犯罪",2019
